expenditure_category,election_period,amount,reg_no,id
Food & Beverages,2008-2010,403955.31,CC10132,34
"Contract, Employee & Professional Services",2008-2010,362731.41,CC10132,35
Postage/Mailing,2008-2010,68248.61,CC10132,36
Taxes & Insurance,2008-2010,15663.22,CC10132,37
"Surveys, Polls, Research & Voter Lists",2008-2010,197033.93,CC10132,38
Postage/Mailing,2010-2014,4184.00,CC10132,39
"Contract, Employee & Professional Services",2010-2014,21399.29,CC10132,40
Taxes & Insurance,2010-2014,8561.17,CC10132,41
"Printing, Postage, Mailing & Freight",2010-2014,15312.81,CC10132,42
"Filing Fee, Escheat, Fine",2010-2014,75.00,CC10132,43
"Bank Charges, Merchant Fees & Adjustments",2010-2014,1094.38,CC10132,44
"Surveys, Polls, Research & Voter Lists",2010-2014,8696.68,CC10132,45
Other,2010-2014,5550.94,CC10132,46
Donations,2010-2014,50.00,CC10132,47
Food & Beverages,2010-2014,16459.72,CC10132,48
Insurance,2010-2014,2295.94,CC10132,49
"Advertising, Media & Collateral Materials",2010-2014,159114.43,CC10132,50
Utilities,2010-2014,10911.37,CC10132,51
Travel & Lodging,2010-2014,8921.97,CC10132,52
Campaign Headquarters,2010-2014,19324.95,CC10132,53
Office Supplies,2010-2014,1164.21,CC10132,54
Office Supplies,2014-2016,293.11,CC10132,55
Postage/Mailing,2014-2016,760.65,CC10132,56
"Printing, Postage, Mailing & Freight",2014-2016,112.99,CC10132,57
Travel & Lodging,2014-2016,536.40,CC10132,58
"Bank Charges, Merchant Fees & Adjustments",2014-2016,864.01,CC10132,59
Utilities,2014-2016,4800.04,CC10132,60
"Contract, Employee & Professional Services",2014-2016,460.51,CC10132,61
Other,2014-2016,1384.82,CC10132,62
"Advertising, Media & Collateral Materials",2014-2016,2134.82,CC10132,63
"Surveys, Polls, Research & Voter Lists",2014-2016,6261.78,CC10132,64
"Filing Fee, Escheat, Fine",2016-2020,108.33,CC10132,65
Food & Beverages,2016-2020,906.30,CC10132,66
"Bank Charges, Merchant Fees & Adjustments",2016-2020,960.82,CC10132,67
"Advertising, Media & Collateral Materials",2016-2020,579880.39,CC10132,68
"Printing, Postage, Mailing & Freight",2016-2020,605.78,CC10132,69
Refund,2016-2020,5000.00,CC10132,70
"Contract, Employee & Professional Services",2016-2020,13420.07,CC10132,71
Office Supplies,2016-2020,373.68,CC10132,72
Durable Assets (Supplies/Equipment),2016-2020,607.32,CC10132,73
Membership & Subscription Fees,2016-2020,89.94,CC10132,74
"Vehicle, Gas & Parking",2016-2020,187.54,CC10132,75
"Surveys, Polls, Research & Voter Lists",2016-2020,375.00,CC10132,76
Postage/Mailing,2016-2020,890.00,CC10132,77
"Printing, Postage, Mailing & Freight",2020-2024,366.00,CC10132,78
"Contract, Employee & Professional Services",2020-2024,611.34,CC10132,79
"Bank Charges, Merchant Fees & Adjustments",2020-2024,41.93,CC10132,80
"Advertising, Media & Collateral Materials",2020-2024,49.84,CC10132,81
Membership & Subscription Fees,2020-2024,328.30,CC10132,82
"Contract, Employee & Professional Services",2008-2012,13997.75,CC10133,83
Postage/Mailing,2008-2012,21901.29,CC10133,84
Office Supplies,2008-2012,114.24,CC10133,85
"Bank Charges, Merchant Fees & Adjustments",2008-2012,402.84,CC10133,86
Food & Beverages,2008-2012,2467.13,CC10133,87
Other,2008-2012,42.93,CC10133,88
"Printing, Postage, Mailing & Freight",2008-2012,23035.96,CC10133,89
"Bank Charges, Merchant Fees & Adjustments",2012-2014,464.99,CC10133,90
Food & Beverages,2012-2014,3250.00,CC10133,91
"Contract, Employee & Professional Services",2012-2014,4387.11,CC10133,92
Postage/Mailing,2012-2014,11644.22,CC10133,93
Other,2012-2014,890.05,CC10133,94
"Printing, Postage, Mailing & Freight",2012-2014,13659.26,CC10133,95
"Filing Fee, Escheat, Fine",2012-2014,250.00,CC10133,96
"Contract, Employee & Professional Services",2014-2018,317.48,CC10133,97
"Bank Charges, Merchant Fees & Adjustments",2014-2018,26.95,CC10133,98
Other,2014-2018,292.05,CC10133,99
"Advertising, Media & Collateral Materials",2004-2008,5187.36,CC10134,100
"Bank Charges, Merchant Fees & Adjustments",2004-2008,5.00,CC10134,101
Utilities,2004-2008,43.96,CC10134,102
"Printing, Postage, Mailing & Freight",2004-2008,18488.16,CC10134,103
Campaign Headquarters,2004-2008,250.00,CC10134,104
Durable Assets (Supplies/Equipment),2004-2008,8282.61,CC10134,105
"Surveys, Polls, Research & Voter Lists",2004-2008,444.73,CC10134,106
Office Supplies,2004-2008,2722.50,CC10134,107
Postage/Mailing,2004-2008,339.00,CC10134,108
"Filing Fee, Escheat, Fine",2004-2008,250.00,CC10134,109
Food & Beverages,2004-2008,6929.98,CC10134,110
Other,2004-2008,3252.38,CC10134,111
Hawaii Election Campaign Fund,2004-2008,1000.00,CC10134,112
"Contract, Employee & Professional Services",2004-2008,5445.11,CC10134,113
Donations,2008-2012,13282.49,CC10134,114
Food & Beverages,2008-2012,63.87,CC10134,115
"Contract, Employee & Professional Services",2008-2012,6353.64,CC10134,116
Other,2008-2012,56339.59,CC10134,117
"Advertising, Media & Collateral Materials",2008-2012,1040.99,CC10134,118
"Contract, Employee & Professional Services",2012-2016,825.00,CC10134,119
Hawaii Election Campaign Fund,2012-2016,2875.00,CC10134,120
Donations,2012-2016,4000.00,CC10134,121
Other,2012-2016,2000.00,CC10134,122
"Surveys, Polls, Research & Voter Lists",2004-2008,12722.72,CC10135,123
"Printing, Postage, Mailing & Freight",2004-2008,3645.49,CC10135,124
"Bank Charges, Merchant Fees & Adjustments",2004-2008,31.00,CC10135,125
Donations,2004-2008,1120.00,CC10135,126
Food & Beverages,2004-2008,9067.91,CC10135,127
Other,2004-2008,8887.62,CC10135,128
Utilities,2004-2008,168.04,CC10135,129
Contribution to Political Party,2004-2008,500.00,CC10135,130
"Filing Fee, Escheat, Fine",2004-2008,258.00,CC10135,131
"Advertising, Media & Collateral Materials",2004-2008,38855.34,CC10135,132
Campaign Headquarters,2004-2008,1509.42,CC10135,133
"Contract, Employee & Professional Services",2004-2008,96429.40,CC10135,134
"Vehicle, Gas & Parking",2004-2008,5425.15,CC10135,135
Office Supplies,2004-2008,1291.81,CC10135,136
Candidate Fundraiser Tickets,2004-2008,200.00,CC10135,137
Postage/Mailing,2004-2008,1275.92,CC10135,138
Travel & Lodging,2004-2008,1689.98,CC10135,139
Other,2008-2012,7300.01,CC10135,140
Campaign Headquarters,2008-2012,698.67,CC10135,141
"Bank Charges, Merchant Fees & Adjustments",2008-2012,61.97,CC10135,142
"Filing Fee, Escheat, Fine",2008-2012,258.00,CC10135,143
"Vehicle, Gas & Parking",2008-2012,3583.03,CC10135,144
"Contract, Employee & Professional Services",2008-2012,42141.92,CC10135,145
"Printing, Postage, Mailing & Freight",2008-2012,1139.53,CC10135,146
Donations,2008-2012,4445.00,CC10135,147
Office Supplies,2008-2012,1989.85,CC10135,148
Postage/Mailing,2008-2012,738.13,CC10135,149
Travel & Lodging,2008-2012,3144.75,CC10135,150
Candidate Fundraiser Tickets,2008-2012,2750.00,CC10135,151
"Advertising, Media & Collateral Materials",2008-2012,16264.42,CC10135,152
Food & Beverages,2008-2012,16831.08,CC10135,153
"Surveys, Polls, Research & Voter Lists",2008-2012,1000.00,CC10135,154
Contribution to Political Party,2008-2012,2555.00,CC10135,155
Office Supplies,2012-2014,1110.18,CC10135,156
Campaign Headquarters,2012-2014,1347.90,CC10135,157
Travel & Lodging,2012-2014,354.40,CC10135,158
"Filing Fee, Escheat, Fine",2012-2014,260.00,CC10135,159
Postage/Mailing,2012-2014,13165.10,CC10135,160
"Printing, Postage, Mailing & Freight",2012-2014,1583.70,CC10135,161
Other,2012-2014,4326.13,CC10135,162
Food & Beverages,2012-2014,12475.66,CC10135,163
"Bank Charges, Merchant Fees & Adjustments",2012-2014,7.00,CC10135,164
"Vehicle, Gas & Parking",2012-2014,2894.49,CC10135,165
"Surveys, Polls, Research & Voter Lists",2012-2014,22382.19,CC10135,166
Candidate Fundraiser Tickets,2012-2014,6500.00,CC10135,167
"Advertising, Media & Collateral Materials",2012-2014,45199.82,CC10135,168
Contribution to Political Party,2012-2014,4000.00,CC10135,169
"Contract, Employee & Professional Services",2012-2014,56768.01,CC10135,170
Donations,2012-2014,3345.00,CC10135,171
"Contract, Employee & Professional Services",2014-2018,69424.82,CC10135,172
"Printing, Postage, Mailing & Freight",2014-2018,139.99,CC10135,173
Donations,2014-2018,9417.06,CC10135,174
"Vehicle, Gas & Parking",2014-2018,1070.34,CC10135,175
Food & Beverages,2014-2018,17871.64,CC10135,176
"Filing Fee, Escheat, Fine",2014-2018,250.00,CC10135,177
Candidate Fundraiser Tickets,2014-2018,9365.00,CC10135,178
"Advertising, Media & Collateral Materials",2014-2018,90510.75,CC10135,179
Postage/Mailing,2014-2018,14399.73,CC10135,180
Other,2014-2018,7985.14,CC10135,181
Campaign Headquarters,2014-2018,3618.76,CC10135,182
"Surveys, Polls, Research & Voter Lists",2014-2018,14010.20,CC10135,183
"Bank Charges, Merchant Fees & Adjustments",2014-2018,168.26,CC10135,184
Contribution to Political Party,2014-2018,2927.98,CC10135,185
Office Supplies,2014-2018,653.97,CC10135,186
Travel & Lodging,2014-2018,1061.21,CC10135,187
"Contract, Employee & Professional Services",2018-2022,1582.49,CC10135,188
Contribution to Political Party,2018-2022,2801.50,CC10135,189
Other,2018-2022,119.88,CC10135,190
Donations,2018-2022,9306.25,CC10135,191
Campaign Headquarters,2018-2022,2662.42,CC10135,192
Events & Activities,2018-2022,2095.04,CC10135,193
Candidate Fundraiser Tickets,2018-2022,3875.00,CC10135,194
"Printing, Postage, Mailing & Freight",2018-2022,395.83,CC10135,195
"Advertising, Media & Collateral Materials",2018-2022,7996.81,CC10135,196
Hawaii Election Campaign Fund,2018-2022,1178.80,CC10135,197
"Bank Charges, Merchant Fees & Adjustments",2018-2022,6.65,CC10135,198
Postage/Mailing,2004-2008,3659.60,CC10136,199
Campaign Headquarters,2004-2008,108.00,CC10136,200
"Advertising, Media & Collateral Materials",2004-2008,3159.16,CC10136,201
"Printing, Postage, Mailing & Freight",2004-2008,1536.13,CC10136,202
Other,2004-2008,480.00,CC10136,203
Donations,2004-2008,710.76,CC10136,204
Contribution to Political Party,2004-2008,2150.00,CC10136,205
Durable Assets (Supplies/Equipment),2004-2008,4719.11,CC10136,206
Food & Beverages,2004-2008,1314.90,CC10136,207
Office Supplies,2004-2008,99.44,CC10136,208
Travel & Lodging,2008-2010,4903.39,CC10136,209
Donations,2008-2010,1416.00,CC10136,210
"Filing Fee, Escheat, Fine",2008-2010,750.00,CC10136,211
Campaign Headquarters,2008-2010,1077.26,CC10136,212
"Printing, Postage, Mailing & Freight",2008-2010,50940.34,CC10136,213
Food & Beverages,2008-2010,14039.96,CC10136,214
Office Supplies,2008-2010,366.21,CC10136,215
Other,2008-2010,7974.75,CC10136,216
Postage/Mailing,2008-2010,971.36,CC10136,217
"Contract, Employee & Professional Services",2008-2010,110346.50,CC10136,218
"Advertising, Media & Collateral Materials",2008-2010,255780.24,CC10136,219
"Surveys, Polls, Research & Voter Lists",2008-2010,5130.89,CC10136,220
"Bank Charges, Merchant Fees & Adjustments",2010-2014,195.00,CC10136,221
Campaign Headquarters,2010-2014,116.00,CC10136,222
Other,2010-2014,300.00,CC10136,223
"Advertising, Media & Collateral Materials",2010-2014,15.00,CC10136,224
"Filing Fee, Escheat, Fine",2014-2018,250.00,CC10136,225
Candidate Fundraiser Tickets,2014-2018,8000.00,CC10136,226
Postage/Mailing,2014-2018,35135.31,CC10136,227
"Bank Charges, Merchant Fees & Adjustments",2014-2018,109.05,CC10136,228
"Printing, Postage, Mailing & Freight",2014-2018,34383.71,CC10136,229
"Contract, Employee & Professional Services",2014-2018,69616.46,CC10136,230
Hawaii Election Campaign Fund,2014-2018,166.67,CC10136,231
Campaign Headquarters,2014-2018,500.00,CC10136,232
Other,2014-2018,3161.41,CC10136,233
Donations,2014-2018,1237.50,CC10136,234
"Advertising, Media & Collateral Materials",2014-2018,55238.87,CC10136,235
Food & Beverages,2014-2018,16504.76,CC10136,236
"Surveys, Polls, Research & Voter Lists",2014-2018,26034.00,CC10136,237
Donations,2018-2022,9500.00,CC10136,238
"Printing, Postage, Mailing & Freight",2018-2022,216.00,CC10136,239
Candidate Fundraiser Tickets,2018-2022,9000.00,CC10136,240
Other,2018-2022,22300.00,CC10136,241
"Bank Charges, Merchant Fees & Adjustments",2018-2022,38.33,CC10136,242
Campaign Headquarters,2018-2022,406.00,CC10136,243
"Advertising, Media & Collateral Materials",2004-2008,20582.50,CC10137,244
Donations,2004-2008,1550.00,CC10137,245
"Bank Charges, Merchant Fees & Adjustments",2004-2008,513.00,CC10137,246
"Filing Fee, Escheat, Fine",2004-2008,250.00,CC10137,247
Candidate Fundraiser Tickets,2004-2008,4000.00,CC10137,248
Food & Beverages,2004-2008,13481.70,CC10137,249
"Printing, Postage, Mailing & Freight",2004-2008,12404.33,CC10137,250
Other,2004-2008,13325.50,CC10137,251
Insurance,2004-2008,1508.00,CC10137,252
Office Supplies,2004-2008,1316.47,CC10137,253
Durable Assets (Supplies/Equipment),2004-2008,35157.20,CC10137,254
Postage/Mailing,2004-2008,32285.49,CC10137,255
"Contract, Employee & Professional Services",2004-2008,11308.89,CC10137,256
"Vehicle, Gas & Parking",2004-2008,7206.09,CC10137,257
Contribution to Political Party,2004-2008,250.00,CC10137,258
Other,2010-2012,5850.83,CC10137,259
"Printing, Postage, Mailing & Freight",2010-2012,6326.48,CC10137,260
Office Supplies,2010-2012,1144.92,CC10137,261
Travel & Lodging,2010-2012,33.00,CC10137,262
Donations,2010-2012,490.00,CC10137,263
Postage/Mailing,2010-2012,11430.57,CC10137,264
"Contract, Employee & Professional Services",2010-2012,8769.41,CC10137,265
"Vehicle, Gas & Parking",2010-2012,7131.09,CC10137,266
"Advertising, Media & Collateral Materials",2010-2012,20749.90,CC10137,267
Food & Beverages,2010-2012,6408.13,CC10137,268
"Bank Charges, Merchant Fees & Adjustments",2010-2012,276.52,CC10137,269
"Advertising, Media & Collateral Materials",2012-2014,2409.82,CC10137,270
"Vehicle, Gas & Parking",2012-2014,7578.91,CC10137,271
Postage/Mailing,2012-2014,4325.65,CC10137,272
"Printing, Postage, Mailing & Freight",2012-2014,3853.58,CC10137,273
Donations,2012-2014,1499.37,CC10137,274
Food & Beverages,2012-2014,3078.44,CC10137,275
"Filing Fee, Escheat, Fine",2012-2014,250.00,CC10137,276
"Contract, Employee & Professional Services",2012-2014,20063.35,CC10137,277
"Bank Charges, Merchant Fees & Adjustments",2012-2014,60.00,CC10137,278
Other,2012-2014,5524.32,CC10137,279
Office Supplies,2012-2014,354.30,CC10137,280
"Printing, Postage, Mailing & Freight",2014-2016,9470.16,CC10137,281
Donations,2014-2016,159.00,CC10137,282
"Vehicle, Gas & Parking",2014-2016,3732.16,CC10137,283
"Filing Fee, Escheat, Fine",2014-2016,250.00,CC10137,284
Postage/Mailing,2014-2016,5651.41,CC10137,285
Other,2014-2016,7865.73,CC10137,286
"Advertising, Media & Collateral Materials",2014-2016,20606.20,CC10137,287
Food & Beverages,2014-2016,3821.30,CC10137,288
Office Supplies,2014-2016,937.73,CC10137,289
"Contract, Employee & Professional Services",2014-2016,8026.71,CC10137,290
Other,2016-2018,7765.64,CC10137,291
Campaign Headquarters,2016-2018,263.35,CC10137,292
"Vehicle, Gas & Parking",2016-2018,5195.15,CC10137,293
Donations,2016-2018,2220.00,CC10137,294
"Advertising, Media & Collateral Materials",2016-2018,18758.68,CC10137,295
Postage/Mailing,2016-2018,4195.00,CC10137,296
"Contract, Employee & Professional Services",2016-2018,10502.61,CC10137,297
Office Supplies,2016-2018,190.58,CC10137,298
"Printing, Postage, Mailing & Freight",2016-2018,11329.10,CC10137,299
Food & Beverages,2016-2018,11115.36,CC10137,300
Membership & Subscription Fees,2016-2018,35.00,CC10137,301
Postage/Mailing,2018-2020,235.00,CC10137,302
"Advertising, Media & Collateral Materials",2018-2020,13180.87,CC10137,303
Refund,2018-2020,83.52,CC10137,304
Other,2018-2020,3065.00,CC10137,305
Food & Beverages,2018-2020,7999.06,CC10137,306
Donations,2018-2020,1960.00,CC10137,307
"Contract, Employee & Professional Services",2018-2020,11879.21,CC10137,308
"Vehicle, Gas & Parking",2018-2020,4119.68,CC10137,309
"Printing, Postage, Mailing & Freight",2018-2020,390.00,CC10137,310
Membership & Subscription Fees,2018-2020,60.00,CC10137,311
Events & Activities,2018-2020,170.00,CC10137,312
"Filing Fee, Escheat, Fine",2018-2020,288.88,CC10137,313
Membership & Subscription Fees,2020-2022,982.36,CC10137,314
"Contract, Employee & Professional Services",2020-2022,1675.39,CC10137,315
"Printing, Postage, Mailing & Freight",2020-2022,176.00,CC10137,316
Donations,2020-2022,650.00,CC10137,317
Food & Beverages,2020-2022,187.82,CC10137,318
"Vehicle, Gas & Parking",2020-2022,227.14,CC10137,319
Food & Beverages,2010-2012,108077.02,CC10138,320
Durable Assets (Supplies/Equipment),2010-2012,2020.14,CC10138,321
"Printing, Postage, Mailing & Freight",2010-2012,98160.15,CC10138,322
Insurance,2010-2012,4227.28,CC10138,323
Campaign Headquarters,2010-2012,32019.70,CC10138,324
Taxes & Insurance,2010-2012,25.50,CC10138,325
Postage/Mailing,2010-2012,20388.79,CC10138,326
Travel & Lodging,2010-2012,3224.03,CC10138,327
"Filing Fee, Escheat, Fine",2010-2012,1000.00,CC10138,328
Other,2010-2012,41317.10,CC10138,329
Employee Services,2010-2012,44940.37,CC10138,330
"Bank Charges, Merchant Fees & Adjustments",2010-2012,5889.23,CC10138,331
Office Supplies,2010-2012,3041.63,CC10138,332
Contribution to Political Party,2010-2012,500.00,CC10138,333
Utilities,2010-2012,7962.11,CC10138,334
"Advertising, Media & Collateral Materials",2010-2012,677535.00,CC10138,335
"Contract, Employee & Professional Services",2010-2012,192830.30,CC10138,336
"Surveys, Polls, Research & Voter Lists",2010-2012,64494.66,CC10138,337
Utilities,2012-2016,159.84,CC10138,338
Postage/Mailing,2012-2016,284.92,CC10138,339
Other,2012-2016,87.88,CC10138,340
"Contract, Employee & Professional Services",2012-2016,1112.27,CC10138,341
Donations,2012-2016,2025.00,CC10138,342
"Bank Charges, Merchant Fees & Adjustments",2012-2016,153.88,CC10138,343
Durable Assets (Supplies/Equipment),2004-2008,5182.23,CC10140,344
Food & Beverages,2004-2008,7565.73,CC10140,345
"Bank Charges, Merchant Fees & Adjustments",2004-2008,4847.33,CC10140,346
"Contract, Employee & Professional Services",2004-2008,41083.60,CC10140,347
Other,2004-2008,2242.42,CC10140,348
Hawaii Election Campaign Fund,2004-2008,50.00,CC10140,349
Travel & Lodging,2004-2008,2828.32,CC10140,350
"Vehicle, Gas & Parking",2004-2008,282.16,CC10140,351
Campaign Headquarters,2004-2008,132.00,CC10140,352
"Printing, Postage, Mailing & Freight",2004-2008,4239.36,CC10140,353
"Advertising, Media & Collateral Materials",2004-2008,1884.58,CC10140,354
"Filing Fee, Escheat, Fine",2004-2008,258.00,CC10140,355
Postage/Mailing,2004-2008,765.26,CC10140,356
Utilities,2004-2008,1982.74,CC10140,357
Office Supplies,2004-2008,6105.77,CC10140,358
Postage/Mailing,2008-2012,4073.42,CC10140,359
Office Supplies,2008-2012,4671.46,CC10140,360
"Advertising, Media & Collateral Materials",2008-2012,2277.17,CC10140,361
"Filing Fee, Escheat, Fine",2008-2012,258.00,CC10140,362
"Printing, Postage, Mailing & Freight",2008-2012,11755.36,CC10140,363
Campaign Headquarters,2008-2012,404.00,CC10140,364
Durable Assets (Supplies/Equipment),2008-2012,8332.74,CC10140,365
Utilities,2008-2012,11640.67,CC10140,366
Other,2008-2012,5565.83,CC10140,367
"Bank Charges, Merchant Fees & Adjustments",2008-2012,96.39,CC10140,368
Contribution to Political Party,2008-2012,325.00,CC10140,369
Food & Beverages,2008-2012,14166.33,CC10140,370
"Contract, Employee & Professional Services",2008-2012,40220.85,CC10140,371
"Surveys, Polls, Research & Voter Lists",2008-2012,351.04,CC10140,372
Donations,2008-2012,450.00,CC10140,373
Travel & Lodging,2008-2012,6165.42,CC10140,374
Other,2012-2014,216.24,CC10140,375
Campaign Headquarters,2012-2014,350.00,CC10140,376
Hawaii Election Campaign Fund,2012-2014,150.00,CC10140,377
Office Supplies,2012-2014,1845.54,CC10140,378
Utilities,2012-2014,4167.85,CC10140,379
"Contract, Employee & Professional Services",2012-2014,53500.00,CC10140,380
"Printing, Postage, Mailing & Freight",2012-2014,1187.64,CC10140,381
Durable Assets (Supplies/Equipment),2012-2014,1812.49,CC10140,382
Travel & Lodging,2012-2014,1161.15,CC10140,383
Donations,2012-2014,300.00,CC10140,384
Candidate Fundraiser Tickets,2012-2014,1000.00,CC10140,385
"Advertising, Media & Collateral Materials",2012-2014,478.24,CC10140,386
Food & Beverages,2012-2014,10673.70,CC10140,387
"Filing Fee, Escheat, Fine",2012-2014,250.00,CC10140,388
Durable Assets (Supplies/Equipment),2014-2018,8489.77,CC10140,389
Travel & Lodging,2014-2018,20338.93,CC10140,390
Utilities,2014-2018,12618.17,CC10140,391
"Advertising, Media & Collateral Materials",2014-2018,4098.11,CC10140,392
"Printing, Postage, Mailing & Freight",2014-2018,111.46,CC10140,393
Other,2014-2018,7597.55,CC10140,394
Candidate Fundraiser Tickets,2014-2018,4750.00,CC10140,395
"Filing Fee, Escheat, Fine",2014-2018,401.16,CC10140,396
Donations,2014-2018,1000.00,CC10140,397
"Contract, Employee & Professional Services",2014-2018,37147.50,CC10140,398
"Bank Charges, Merchant Fees & Adjustments",2014-2018,1022.24,CC10140,399
Food & Beverages,2014-2018,20728.64,CC10140,400
Taxes & Insurance,2014-2018,28.04,CC10140,401
Contribution to Political Party,2014-2018,525.00,CC10140,402
Office Supplies,2014-2018,3854.20,CC10140,403
Campaign Headquarters,2014-2018,4362.66,CC10140,404
Utilities,2018-2022,4124.17,CC10140,405
Office Supplies,2018-2022,7320.14,CC10140,406
Taxes & Insurance,2018-2022,134.37,CC10140,407
"Bank Charges, Merchant Fees & Adjustments",2018-2022,252.16,CC10140,408
Membership & Subscription Fees,2018-2022,597.41,CC10140,409
Other,2018-2022,1490.48,CC10140,410
"Advertising, Media & Collateral Materials",2018-2022,607.38,CC10140,411
Campaign Headquarters,2018-2022,726.37,CC10140,412
"Contract, Employee & Professional Services",2018-2022,3915.00,CC10140,413
Travel & Lodging,2018-2022,7811.44,CC10140,414
Events & Activities,2018-2022,1000.00,CC10140,415
Durable Assets (Supplies/Equipment),2018-2022,1925.00,CC10140,416
Conference Fees,2018-2022,20.00,CC10140,417
Food & Beverages,2018-2022,6803.12,CC10140,418
Candidate Fundraiser Tickets,2018-2022,8000.00,CC10140,419
"Surveys, Polls, Research & Voter Lists",2018-2022,434.97,CC10140,420
Donations,2004-2008,925.41,CC10141,421
"Vehicle, Gas & Parking",2004-2008,44.50,CC10142,422
Campaign Headquarters,2004-2008,156.03,CC10142,423
"Filing Fee, Escheat, Fine",2004-2008,250.00,CC10142,424
"Advertising, Media & Collateral Materials",2004-2008,15362.41,CC10142,425
Donations,2004-2008,525.00,CC10142,426
Postage/Mailing,2004-2008,1163.67,CC10142,427
Food & Beverages,2004-2008,9050.65,CC10142,428
Contribution to Political Party,2004-2008,2500.00,CC10142,429
Other,2004-2008,4789.78,CC10142,430
"Bank Charges, Merchant Fees & Adjustments",2004-2008,48.00,CC10142,431
"Contract, Employee & Professional Services",2004-2008,12721.70,CC10142,432
"Printing, Postage, Mailing & Freight",2004-2008,1109.33,CC10142,433
Office Supplies,2004-2008,538.23,CC10142,434
"Advertising, Media & Collateral Materials",2008-2012,309.42,CC10142,435
Candidate Fundraiser Tickets,2008-2012,200.00,CC10142,436
Campaign Headquarters,2008-2012,116.00,CC10142,437
Contribution to Political Party,2008-2012,5185.00,CC10142,438
Donations,2008-2012,6629.28,CC10142,439
"Vehicle, Gas & Parking",2008-2012,119.20,CC10142,440
Other,2008-2012,17234.18,CC10142,441
Office Supplies,2008-2012,315.81,CC10142,442
Food & Beverages,2008-2012,2158.55,CC10142,443
Hawaii Election Campaign Fund,2012-2016,788.26,CC10142,444
"Bank Charges, Merchant Fees & Adjustments",2012-2016,20.00,CC10142,445
"Bank Charges, Merchant Fees & Adjustments",2004-2008,419.64,CC10143,446
Candidate Fundraiser Tickets,2004-2008,5853.39,CC10143,447
Other,2004-2008,8133.28,CC10143,448
"Contract, Employee & Professional Services",2004-2008,26121.46,CC10143,449
Food & Beverages,2004-2008,5839.53,CC10143,450
Contribution to Political Party,2004-2008,2500.00,CC10143,451
Durable Assets (Supplies/Equipment),2004-2008,8594.88,CC10143,452
"Printing, Postage, Mailing & Freight",2004-2008,10330.72,CC10143,453
Office Supplies,2004-2008,3038.43,CC10143,454
Campaign Headquarters,2004-2008,600.00,CC10143,455
Postage/Mailing,2004-2008,9778.88,CC10143,456
"Surveys, Polls, Research & Voter Lists",2004-2008,279.25,CC10143,457
Hawaii Election Campaign Fund,2004-2008,1250.10,CC10143,458
"Advertising, Media & Collateral Materials",2004-2008,47098.60,CC10143,459
"Bank Charges, Merchant Fees & Adjustments",2008-2012,57.50,CC10143,460
Campaign Headquarters,2008-2012,16327.40,CC10143,461
"Printing, Postage, Mailing & Freight",2008-2012,2592.93,CC10143,462
"Surveys, Polls, Research & Voter Lists",2008-2012,31863.77,CC10143,463
Postage/Mailing,2008-2012,2030.60,CC10143,464
Travel & Lodging,2008-2012,66.15,CC10143,465
Food & Beverages,2008-2012,4029.21,CC10143,466
Contribution to Political Party,2008-2012,39000.00,CC10143,467
Donations,2008-2012,2000.00,CC10143,468
"Contract, Employee & Professional Services",2008-2012,68255.17,CC10143,469
Other,2008-2012,109839.76,CC10143,470
